"Currency","Trans Type","Settle State","Tran #","Device","Location","Asset #","Date","Card Type","Amount","AP Code","Details"
"United States Dollars","Credit","Settled",20108828892,"VJ300489855","Break Box - Snack","TBD","03/13/2025 07:20:18 AM","Visa (Swiped)","$2.35","174374","151($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20109535886,"VJ300489855","Break Box - Snack","TBD","03/13/2025 09:39:34 AM","MasterCard (Swiped)","$1.60","571619","146($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20109684622,"VJ300489855","Break Box - Snack","TBD","03/13/2025 10:03:43 AM","MasterCard (Swiped)","$3.20","69227Z","160($1.50), 140($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit","Settled",20110634291,"VJ300489855","Break Box - Snack","TBD","03/13/2025 12:09:07 PM","Visa (Swiped)","$3.30","061807","112($1.00), 124($1.00), 112($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit","Settled",20110652484,"VJ300489855","Break Box - Snack","TBD","03/13/2025 12:09:56 PM","Visa (Swiped)","$3.20","554165","124($1.00), 159($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108655273,"VJ300489855","Break Box - Snack","TBD","03/13/2025 06:25:46 AM","Visa (Apple Pay EMV)","$2.20","336735","124($1.00), 130($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110013630,"VJ300489855","Break Box - Snack","TBD","03/13/2025 10:53:06 AM","Visa (Apple Pay EMV)","$3.20","095681","159($2.00), 120($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110280867,"VJ300489855","Break Box - Snack","TBD","03/13/2025 11:25:39 AM","Visa (Apple Pay EMV)","$2.10","042512","159($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110538793,"VJ300489855","Break Box - Snack","TBD","03/13/2025 11:59:15 AM","Visa (Apple Pay EMV)","$1.60","918929","146($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110745646,"VJ300489855","Break Box - Snack","TBD","03/13/2025 12:23:52 PM","Visa (Apple Pay EMV)","$1.10","249457","124($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111035986,"VJ300489855","Break Box - Snack","TBD","03/13/2025 01:02:55 PM","Visa (Apple Pay EMV)","$1.60","00472D","142($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108564472,"VJ300489855","Break Box - Snack","TBD","03/13/2025 05:50:01 AM","Visa (EMV Contactless)","$3.30","054944","120($1.00), 120($1.00), 130($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108718959,"VJ300489855","Break Box - Snack","TBD","03/13/2025 06:49:18 AM","MasterCard (EMV Contactless)","$3.20","064906","128($1.50), 146($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109463864,"VJ300489855","Break Box - Snack","TBD","03/13/2025 09:27:36 AM","MasterCard (EMV Contactless)","$2.10","502512","153($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109473535,"VJ300489855","Break Box - Snack","TBD","03/13/2025 09:29:21 AM","Visa (EMV Contactless)","$5.70","203149","166($2.75), 166($2.75), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109829424,"VJ300489855","Break Box - Snack","TBD","03/13/2025 10:26:14 AM","Visa (EMV Contactless)","$4.45","06717D","148($1.50), 166($2.75), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109858583,"VJ300489855","Break Box - Snack","TBD","03/13/2025 10:30:50 AM","MasterCard (EMV Contactless)","$3.30","003036","124($1.00), 130($1.00), 120($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109893742,"VJ300489855","Break Box - Snack","TBD","03/13/2025 10:35:11 AM","Visa (EMV Contactless)","$2.20","850902","150($1.00), 150($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110752747,"VJ300489855","Break Box - Snack","TBD","03/13/2025 12:24:33 PM","Visa (EMV Contactless)","$1.10","66150D","136($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110775545,"VJ300489855","Break Box - Snack","TBD","03/13/2025 12:27:37 PM","Visa (EMV Contactless)","$2.10","073024","159($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111604714,"VJ300489855","Break Box - Snack","TBD","03/13/2025 02:21:25 PM","Visa (EMV Contactless)","$3.20","864478","132($1.00), 158($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20108695635,"VJ300489856","Marlo Snack","TBD","03/13/2025 06:41:18 AM","Cash","$1.50",,"134($1.50)"
"United States Dollars","Cash","Processed",20109536144,"VJ300489856","Marlo Snack","TBD","03/13/2025 09:39:55 AM","Cash","$1.00",,"112($1.00)"
"United States Dollars","Cash","Processed",20109571537,"VJ300489856","Marlo Snack","TBD","03/13/2025 09:46:05 AM","Cash","$2.00",,"156($2.00)"
"United States Dollars","Cash","Processed",20109763527,"VJ300489856","Marlo Snack","TBD","03/13/2025 10:16:00 AM","Cash","$1.00",,"114($1.00)"
"United States Dollars","Cash","Processed",20109792378,"VJ300489856","Marlo Snack","TBD","03/13/2025 10:20:38 AM","Cash","$1.00",,"122($1.00)"
"United States Dollars","Cash","Processed",20109900041,"VJ300489856","Marlo Snack","TBD","03/13/2025 10:36:44 AM","Cash","$1.00",,"132($1.00)"
"United States Dollars","Cash","Processed",20109904934,"VJ300489856","Marlo Snack","TBD","03/13/2025 10:37:12 AM","Cash","$1.00",,"146($1.00)"
"United States Dollars","Cash","Processed",20109998407,"VJ300489856","Marlo Snack","TBD","03/13/2025 10:51:20 AM","Cash","$2.00",,"159($2.00)"
"United States Dollars","Cash","Processed",20110165441,"VJ300489856","Marlo Snack","TBD","03/13/2025 11:10:39 AM","Cash","$1.00",,"124($1.00)"
"United States Dollars","Cash","Processed",20111238164,"VJ300489856","Marlo Snack","TBD","03/13/2025 01:31:24 PM","Cash","$1.00",,"118($1.00)"
"United States Dollars","Cash","Processed",20111239207,"VJ300489856","Marlo Snack","TBD","03/13/2025 01:31:35 PM","Cash","$1.00",,"118($1.00)"
"United States Dollars","Cash","Processed",20111387880,"VJ300489856","Marlo Snack","TBD","03/13/2025 01:52:23 PM","Cash","$1.00",,"112($1.00)"
"United States Dollars","Cash","Processed",20111559741,"VJ300489856","Marlo Snack","TBD","03/13/2025 02:15:35 PM","Cash","$1.00",,"112($1.00)"
"United States Dollars","Cash","Processed",20112217650,"VJ300489856","Marlo Snack","TBD","03/13/2025 03:57:09 PM","Cash","$1.00",,"128($1.00)"
"United States Dollars","Cash","Processed",20112219528,"VJ300489856","Marlo Snack","TBD","03/13/2025 03:57:28 PM","Cash","$1.00",,"128($1.00)"
"United States Dollars","Credit","Settled",20109490584,"VJ300489856","Marlo Snack","TBD","03/13/2025 09:31:57 AM","Visa (Swiped)","$1.10","093151","118($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20109494315,"VJ300489856","Marlo Snack","TBD","03/13/2025 09:32:40 AM","Visa (Swiped)","$2.10","093233","159($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20110427657,"VJ300489856","Marlo Snack","TBD","03/13/2025 11:43:53 AM","Visa (Swiped)","$1.10","855025","122($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20110913218,"VJ300489856","Marlo Snack","TBD","03/13/2025 12:46:35 PM","Visa (Swiped)","$4.30","064613","114($1.00), 138($1.50), 162($1.50), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit","Settled",20111493467,"VJ300489856","Marlo Snack","TBD","03/13/2025 02:05:57 PM","Visa (Swiped)","$1.35","140551","140($1.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110030266,"VJ300489856","Marlo Snack","TBD","03/13/2025 10:55:29 AM","Visa (Apple Pay EMV)","$1.10","105523","114($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110565312,"VJ300489856","Marlo Snack","TBD","03/13/2025 11:58:17 AM","Visa (Apple Pay EMV)","$1.10","009683","114($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111343914,"VJ300489856","Marlo Snack","TBD","03/13/2025 01:45:59 PM","Visa (Apple Pay EMV)","$1.10","087367","122($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111768023,"VJ300489856","Marlo Snack","TBD","03/13/2025 02:45:02 PM","Visa (Apple Pay EMV)","$2.20","144452","118($1.00), 112($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108675150,"VJ300489856","Marlo Snack","TBD","03/13/2025 06:33:25 AM","Visa (EMV Contactless)","$1.60","168384","138($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110206018,"VJ300489856","Marlo Snack","TBD","03/13/2025 11:15:47 AM","Visa (EMV Contactless)","$2.70","111532","153($1.50), 132($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110762856,"VJ300489856","Marlo Snack","TBD","03/13/2025 12:26:10 PM","Visa (EMV Contactless)","$4.05","250053","140($1.25), 140($1.25), 140($1.25), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110768470,"VJ300489856","Marlo Snack","TBD","03/13/2025 12:26:51 PM","Visa (EMV Contactless)","$1.10","122638","148($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110772487,"VJ300489856","Marlo Snack","TBD","03/13/2025 12:27:27 PM","Visa (EMV Contactless)","$3.30","250357","122($1.00), 122($1.00), 122($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111776879,"VJ300489856","Marlo Snack","TBD","03/13/2025 02:46:50 PM","Visa (EMV Contactless)","$1.10","144641","132($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108691881,"VJ300489857","Avis Snack","TBD","03/13/2025 06:38:59 AM","Cash","$1.00",,"150($1.00)"
"United States Dollars","Cash","Processed",20108785561,"VJ300489857","Avis Snack","TBD","03/13/2025 07:08:07 AM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Cash","Processed",20109825914,"VJ300489857","Avis Snack","TBD","03/13/2025 10:25:55 AM","Cash","$1.00",,"116($1.00)"
"United States Dollars","Cash","Processed",20110074956,"VJ300489857","Avis Snack","TBD","03/13/2025 11:00:26 AM","Cash","$2.00",,"146($2.00)"
"United States Dollars","Cash","Processed",20112468596,"VJ300489857","Avis Snack","TBD","03/13/2025 04:42:55 PM","Cash","$1.00",,"116($1.00)"
"United States Dollars","Cash","Processed",20112673321,"VJ300489857","Avis Snack","TBD","03/13/2025 05:23:40 PM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Credit","Settled",20110053406,"VJ300489857","Avis Snack","TBD","03/13/2025 10:58:18 AM","Visa (Swiped)","$2.20","471842","116($1.00), 153($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109733628,"VJ300489857","Avis Snack","TBD","03/13/2025 10:11:02 AM","Visa (Apple Pay EMV)","$3.20","213508","146($2.00), 120($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112824201,"VJ300489857","Avis Snack","TBD","03/13/2025 05:56:10 PM","Visa (Apple Pay EMV)","$1.10","095518","152($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20107501280,"VJ300489857","Avis Snack","TBD","03/12/2025 08:06:19 PM","Visa (EMV Contactless)","$2.20","090521","152($1.00), 152($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109623640,"VJ300489857","Avis Snack","TBD","03/13/2025 09:54:54 AM","Visa (EMV Contactless)","$2.20","209740","124($1.00), 124($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20113037402,"VJ300489857","Avis Snack","TBD","03/13/2025 06:45:15 PM","Visa (EMV Contactless)","$2.10","05283D","154($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108831542,"VJ300489858","Fischer Snack","TBD","03/13/2025 07:21:20 AM","Cash","$1.00",,"150($1.00)"
"United States Dollars","Cash","Processed",20109066738,"VJ300489858","Fischer Snack","TBD","03/13/2025 08:14:53 AM","Cash","$1.00",,"134($1.00)"
"United States Dollars","Cash","Processed",20109270359,"VJ300489858","Fischer Snack","TBD","03/13/2025 08:55:32 AM","Cash","$1.00",,"148($1.00)"
"United States Dollars","Cash","Processed",20109281645,"VJ300489858","Fischer Snack","TBD","03/13/2025 08:57:36 AM","Cash","$1.00",,"110($1.00)"
"United States Dollars","Cash","Processed",20109290629,"VJ300489858","Fischer Snack","TBD","03/13/2025 08:58:57 AM","Cash","$1.00",,"144($1.00)"
"United States Dollars","Cash","Processed",20109315133,"VJ300489858","Fischer Snack","TBD","03/13/2025 09:02:42 AM","Cash","$1.50",,"151($1.50)"
"United States Dollars","Cash","Processed",20109369540,"VJ300489858","Fischer Snack","TBD","03/13/2025 09:10:56 AM","Cash","$1.00",,"110($1.00)"
"United States Dollars","Cash","Processed",20109596696,"VJ300489858","Fischer Snack","TBD","03/13/2025 09:50:45 AM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Cash","Processed",20110710083,"VJ300489858","Fischer Snack","TBD","03/13/2025 12:18:55 PM","Cash","$2.00",,"154($2.00)"
"United States Dollars","Cash","Processed",20112612377,"VJ300489858","Fischer Snack","TBD","03/13/2025 05:10:55 PM","Cash","$2.00",,"154($2.00)"
"United States Dollars","Credit","Settled",20109821984,"VJ300489858","Fischer Snack","TBD","03/13/2025 10:25:00 AM","MasterCard (Swiped)","$2.70","449609","162($1.50), 126($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit","Settled",20111028858,"VJ300489858","Fischer Snack","TBD","03/13/2025 01:02:05 PM","MasterCard (Swiped)","$1.10","04734Z","110($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108661254,"VJ300489858","Fischer Snack","TBD","03/13/2025 06:28:20 AM","MasterCard (Apple Pay EMV)","$2.20","062810","130($1.00), 130($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108857299,"VJ300489858","Fischer Snack","TBD","03/13/2025 07:28:29 AM","Visa (Apple Pay EMV)","$5.30","042808","152($2.00), 153($1.00), 158($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109325188,"VJ300489858","Fischer Snack","TBD","03/13/2025 09:03:38 AM","MasterCard (Apple Pay EMV)","$2.20","71291S","122($1.00), 150($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108905081,"VJ300489858","Fischer Snack","TBD","03/13/2025 07:40:59 AM","Visa (EMV Contactless)","$1.60","01609D","140($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109289112,"VJ300489858","Fischer Snack","TBD","03/13/2025 08:58:37 AM","Visa (EMV Contactless)","$2.70","085821","130($1.00), 128($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109379853,"VJ300489858","Fischer Snack","TBD","03/13/2025 09:12:25 AM","Visa (EMV Contactless)","$1.10","065359","134($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110032846,"VJ300489858","Fischer Snack","TBD","03/13/2025 10:55:40 AM","Visa (EMV Contactless)","$2.10","06060D","158($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110782921,"VJ300489858","Fischer Snack","TBD","03/13/2025 12:28:46 PM","Visa (EMV Contactless)","$1.10","05231D","110($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111988923,"VJ300489858","Fischer Snack","TBD","03/13/2025 03:18:19 PM","Visa (EMV Contactless)","$4.30","151807","114($1.00), 124($1.00), 158($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Cash","Processed",20109005654,"VJ300489859","Mukwonago","TBD","03/13/2025 08:02:50 AM","Cash","$1.00",,"146($1.00)"
"United States Dollars","Cash","Processed",20109078625,"VJ300489859","Mukwonago","TBD","03/13/2025 08:17:36 AM","Cash","$1.50",,"136($1.50)"
"United States Dollars","Cash","Processed",20109449539,"VJ300489859","Mukwonago","TBD","03/13/2025 09:25:14 AM","Cash","$1.00",,"130($1.00)"
"United States Dollars","Cash","Processed",20109502837,"VJ300489859","Mukwonago","TBD","03/13/2025 09:34:11 AM","Cash","$2.00",,"153($2.00)"
"United States Dollars","Cash","Processed",20109547217,"VJ300489859","Mukwonago","TBD","03/13/2025 09:42:01 AM","Cash","$2.00",,"154($2.00)"
"United States Dollars","Cash","Processed",20109563644,"VJ300489859","Mukwonago","TBD","03/13/2025 09:44:45 AM","Cash","$2.00",,"159($2.00)"
"United States Dollars","Cash","Processed",20110243223,"VJ300489859","Mukwonago","TBD","03/13/2025 11:20:58 AM","Cash","$1.00",,"110($1.00)"
"United States Dollars","Cash","Processed",20110518614,"VJ300489859","Mukwonago","TBD","03/13/2025 11:56:43 AM","Cash","$3.00",,"164($3.00)"
"United States Dollars","Cash","Processed",20111195721,"VJ300489859","Mukwonago","TBD","03/13/2025 01:25:35 PM","Cash","$1.00",,"126($1.00)"
"United States Dollars","Cash","Processed",20111295397,"VJ300489859","Mukwonago","TBD","03/13/2025 01:39:11 PM","Cash","$1.50",,"142($1.50)"
"United States Dollars","Cash","Processed",20111455337,"VJ300489859","Mukwonago","TBD","03/13/2025 02:01:27 PM","Cash","$1.00",,"126($1.00)"
"United States Dollars","Cash","Processed",20111466369,"VJ300489859","Mukwonago","TBD","03/13/2025 02:02:49 PM","Cash","$2.00",,"158($2.00)"
"United States Dollars","Cash","Processed",20111494335,"VJ300489859","Mukwonago","TBD","03/13/2025 02:06:19 PM","Cash","$3.00",,"164($3.00)"
"United States Dollars","Cash","Processed",20111501852,"VJ300489859","Mukwonago","TBD","03/13/2025 02:07:24 PM","Cash","$1.00",,"128($1.00)"
"United States Dollars","Cash","Processed",20111513834,"VJ300489859","Mukwonago","TBD","03/13/2025 02:08:57 PM","Cash","$1.00",,"122($1.00)"
"United States Dollars","Cash","Processed",20111516386,"VJ300489859","Mukwonago","TBD","03/13/2025 02:09:11 PM","Cash","$1.00",,"122($1.00)"
"United States Dollars","Cash","Processed",20111598430,"VJ300489859","Mukwonago","TBD","03/13/2025 02:20:57 PM","Cash","$2.00",,"158($2.00)"
"United States Dollars","Cash","Processed",20111601439,"VJ300489859","Mukwonago","TBD","03/13/2025 02:21:11 PM","Cash","$1.00",,"174($1.00)"
"United States Dollars","Cash","Processed",20111604622,"VJ300489859","Mukwonago","TBD","03/13/2025 02:21:44 PM","Cash","$1.00",,"174($1.00)"
"United States Dollars","Cash","Processed",20111607567,"VJ300489859","Mukwonago","TBD","03/13/2025 02:22:17 PM","Cash","$3.00",,"168($3.00)"
"United States Dollars","Cash","Processed",20111611666,"VJ300489859","Mukwonago","TBD","03/13/2025 02:22:38 PM","Cash","$3.00",,"168($3.00)"
